marketplace,categoria,titulo,ranking_venda,preco,link_produto,link_imagem_produto,data_extracao
Mercado Livre,Informática,Kit 200 Folhas Papel Fotografico A4 Glossy 180g Masterprint Cor Branco,1,52,https://www.mercadolivre.com.br/kit-200-folhas-papel-fotografico-a4-glossy-180g-masterprint-cor-branco/p/MLB26953616#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097541-2ace-11f0-896c-ef58f407f176&c_element_id=83097541-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_734547-MLU71658250835_092023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Mouse Sem Fio Recarregável Wireless Optico Led Rgb 2.4ghz Bluetooth Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Casenn,2,21,https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-24ghz-bluetooth-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-casenn/p/MLB47144876#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097542-2ace-11f0-896c-ef58f407f176&c_element_id=83097542-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_861416-MLA82794299738_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Microfone Cor Bege,3,78,https://www.mercadolivre.com.br/fone-de-ouvido-headphone-dapon-h02d-bluetooth-51-microfone-cor-bege/p/MLB40558796#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097543-2ace-11f0-896c-ef58f407f176&c_element_id=83097543-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_616869-MLA82199798216_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Impressora multifuncional cor Epson EcoTank L3250 127V,4,1,https://www.mercadolivre.com.br/impressora-multifuncional-cor-epson-ecotank-l3250-127v/p/MLB18446928#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097544-2ace-11f0-896c-ef58f407f176&c_element_id=83097544-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_984266-MLA48196101433_112021-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Fone de ouvido Tune 520bt Branco Dobrável JBL,5,215,https://www.mercadolivre.com.br/fone-de-ouvido-tune-520bt-branco-dobravel-jbl/p/MLB23875643#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097545-2ace-11f0-896c-ef58f407f176&c_element_id=83097545-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_763537-MLU73335304666_122023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Cadeira de escritório Pctop Office Fit 1001 9050 ergonômica branca com estofado de mesh y tecido,6,331,https://www.mercadolivre.com.br/cadeira-de-escritorio-pctop-office-fit-1001-9050-ergonmica-branca-com-estofado-de-mesh-y-tecido/p/MLB17811237#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097546-2ace-11f0-896c-ef58f407f176&c_element_id=83097546-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_905601-MLA50726432804_072022-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Filamento Pla Branco Velvet 1kg - Premium Voolt3d High Speed,7,119,https://www.mercadolivre.com.br/filamento-pla-branco-velvet-1kg-premium-voolt3d-high-speed/p/MLB24154100#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097547-2ace-11f0-896c-ef58f407f176&c_element_id=83097547-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_930467-MLA84067011657_042025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Fone De Ouvido Qcy T13 Com 4 Microfones E Bluetooth 5.1 Cor Preto,8,190,https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t13-com-4-microfones-e-bluetooth-51-cor-preto/p/MLB19037261#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097548-2ace-11f0-896c-ef58f407f176&c_element_id=83097548-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_630478-MLU75210746968_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Fone de ouvido in-ear sem fio Kaidi KD-770 TWS preto,9,56,https://www.mercadolivre.com.br/fone-de-ouvido-in-ear-sem-fio-kaidi-kd-770-tws-preto/p/MLB26696654#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097549-2ace-11f0-896c-ef58f407f176&c_element_id=83097549-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_897289-MLU77354815783_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Mouse sem fio Logitech M170 M170 cinza e preto,10,101,https://www.mercadolivre.com.br/mouse-sem-fio-logitech-m170-m170-cinza-e-preto/p/MLB6204829#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309754a-2ace-11f0-896c-ef58f407f176&c_element_id=8309754a-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_732939-MLU78800730367_082024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Controle Compatível Ps4 Bluetooth Pc Gamer Tv Smart Preto,11,57,https://www.mercadolivre.com.br/controle-compativel-ps4-bluetooth-pc-gamer-tv-smart-preto/p/MLB36590147#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309754b-2ace-11f0-896c-ef58f407f176&c_element_id=8309754b-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_980942-MLA80446002375_112024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Webcam Camera Full Hd Zoom 1080p 360 Graus Videoconferencia Streamcam Web Cam Entrada Usb 2.0 Com Microfone- Floresta Urbana,12,54,https://www.mercadolivre.com.br/webcam-camera-full-hd-zoom-1080p-360-graus-videoconferencia-streamcam-web-cam-entrada-usb-20-com-microfone-floresta-urbana/p/MLB46220824#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309754c-2ace-11f0-896c-ef58f407f176&c_element_id=8309754c-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_672691-MLA82614414811_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Papel Fotográfico Adesivo 130g A4 Glossy Masterprint 100 Fls Cor Branco,13,46,https://www.mercadolivre.com.br/papel-fotografico-adesivo-130g-a4-glossy-masterprint-100-fls-cor-branco/p/MLB21722192#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309754d-2ace-11f0-896c-ef58f407f176&c_element_id=8309754d-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_810385-MLU75436572342_042024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Impressora Multifuncional HP Smart Tank 584 color negro 110/220V,14,899,https://www.mercadolivre.com.br/impressora-multifuncional-hp-smart-tank-584-color-negro-110220v/p/MLB34801962#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309754e-2ace-11f0-896c-ef58f407f176&c_element_id=8309754e-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_942527-MLU75603659168_042024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Fone De Ouvido Qcy T1c Bluetooth 5.1 Case 380mah Cor Preto,15,127,https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t1c-bluetooth-51-case-380mah-cor-preto/p/MLB15285466#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309754f-2ace-11f0-896c-ef58f407f176&c_element_id=8309754f-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_870214-MLA40812894039_022020-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Álcool Isopropilico 1l De Limpeza Telas E Eletronicos,16,24,https://www.mercadolivre.com.br/alcool-isopropilico-1l-de-limpeza-telas-e-eletronicos/p/MLB37557152#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097550-2ace-11f0-896c-ef58f407f176&c_element_id=83097550-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_909164-MLU76886518195_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Fone De Ouvido Sem Fio Galaxy Buds Fe Branco Samsung,17,354,https://www.mercadolivre.com.br/fone-de-ouvido-sem-fio-galaxy-buds-fe-branco-samsung/p/MLB27932663#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097551-2ace-11f0-896c-ef58f407f176&c_element_id=83097551-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_868336-MLU74085739666_012024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Report A4 Multifunção De 500 Folhas De 75g Branco De 5 Unidades Por Kit,18,175,https://www.mercadolivre.com.br/report-a4-multifunco-de-500-folhas-de-75g-branco-de-5-unidades-por-kit/p/MLB45255286#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097552-2ace-11f0-896c-ef58f407f176&c_element_id=83097552-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_755457-MLA81564933140_012025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,"iPad Apple 10th generation 2022 A2696 10.9"" 64GB Prata",19,2,https://www.mercadolivre.com.br/ipad-apple-10th-generation-2022-a2696-109-64gb-prata/p/MLB20684369#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097553-2ace-11f0-896c-ef58f407f176&c_element_id=83097553-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_956111-MLA81707621714_012025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Informática,Controle joystick sem fio Microsoft Xbox Wireless Controller Series X|S Series X e S robot white,20,419,https://www.mercadolivre.com.br/controle-joystick-sem-fio-microsoft-xbox-wireless-controller-series-xs-series-x-e-s-robot-white/p/MLB16268161#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097554-2ace-11f0-896c-ef58f407f176&c_element_id=83097554-2ace-11f0-896c-ef58f407f176&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_889337-MLA44330907885_122020-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Fone de ouvido Tune 520bt Branco Dobrável JBL,1,215,https://www.mercadolivre.com.br/fone-de-ouvido-tune-520bt-branco-dobravel-jbl/p/MLB23875643#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097555-2ace-11f0-896c-ef58f407f176&c_element_id=83097555-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_763537-MLU73335304666_122023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Fone De Ouvido Qcy T13 Com 4 Microfones E Bluetooth 5.1 Cor Preto,2,190,https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t13-com-4-microfones-e-bluetooth-51-cor-preto/p/MLB19037261#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097556-2ace-11f0-896c-ef58f407f176&c_element_id=83097556-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_630478-MLU75210746968_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Tv Box Aquário Stv-3000 Plus 4k 16gb 5 geração,3,212,https://www.mercadolivre.com.br/tv-box-aquario-stv-3000-plus-4k-16gb-5-geraco/p/MLB35587178#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097557-2ace-11f0-896c-ef58f407f176&c_element_id=83097557-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_913865-MLU75700830541_042024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Kit Com 32 Pilhas Alcalinas Aaa Duracell,4,149,https://www.mercadolivre.com.br/kit-com-32-pilhas-alcalinas-aaa-duracell/p/MLB36563300#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097558-2ace-11f0-896c-ef58f407f176&c_element_id=83097558-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_965148-MLU78845628286_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Fone de ouvido in-ear sem fio Kaidi KD-770 TWS preto,5,56,https://www.mercadolivre.com.br/fone-de-ouvido-in-ear-sem-fio-kaidi-kd-770-tws-preto/p/MLB26696654#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097559-2ace-11f0-896c-ef58f407f176&c_element_id=83097559-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_897289-MLU77354815783_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Suporte Tv Universal Br-1000 Fixo Painel Tv Led Lcd 14 À 84 Polegadas Cor Preto,6,16,https://www.mercadolivre.com.br/suporte-tv-universal-br-1000-fixo-painel-tv-led-lcd-14-84-polegadas-cor-preto/p/MLB45862017#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309755a-2ace-11f0-896c-ef58f407f176&c_element_id=8309755a-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_840073-MLA82236681221_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Echo Pop Smart Speaker Amazon Cor Preto C2H4R9,7,278,https://www.mercadolivre.com.br/echo-pop-smart-speaker-amazon-cor-preto-c2h4r9/p/MLB23995388#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309755b-2ace-11f0-896c-ef58f407f176&c_element_id=8309755b-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_948632-MLU72538217860_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Roku Express | Dispositivo De Streaming Para Tv Hd/full Hd Com Controle Remoto,8,233,https://www.mercadolivre.com.br/roku-express-dispositivo-de-streaming-para-tv-hdfull-hd-com-controle-remoto/p/MLB15970894#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309755c-2ace-11f0-896c-ef58f407f176&c_element_id=8309755c-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_732390-MLA81821400068_012025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Kit Receptor De Tv Vivensis Vx10 Sat Hd + Lnbf Simples,9,119,https://www.mercadolivre.com.br/kit-receptor-de-tv-vivensis-vx10-sat-hd-lnbf-simples/p/MLB42921446#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309755d-2ace-11f0-896c-ef58f407f176&c_element_id=8309755d-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_807864-MLA82920193681_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Echo Dot 5ª Geração Assistente Virtual Alexa Branco 110V/240V Amazon,10,404,https://www.mercadolivre.com.br/echo-dot-5-geraco-assistente-virtual-alexa-branco-110v240v-amazon/p/MLB19795012#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309755e-2ace-11f0-896c-ef58f407f176&c_element_id=8309755e-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_731461-MLU76444390041_052024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Smartprojetor Home Cinema 4K Projetor android Bahrein 11.0 resolução 4k hd bluetooth hdmi wifi Branco,11,202,https://www.mercadolivre.com.br/smartprojetor-home-cinema-4k-projetor-android-bahrein-110-resoluco-4k-hd-bluetooth-hdmi-wifi-branco/p/MLB27021708#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=8309755f-2ace-11f0-896c-ef58f407f176&c_element_id=8309755f-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_748800-MLA79585998065_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Amazon Fire Tv Stick 3 Ger Full Hd 1080p Bi Volt Cor Preto Tipo de controle remoto De voz Alexa,12,271,https://www.mercadolivre.com.br/amazon-fire-tv-stick-3-ger-full-hd-1080p-bi-volt-cor-preto-tipo-de-controle-remoto-de-voz-alexa/p/MLB27803562#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097560-2ace-11f0-896c-ef58f407f176&c_element_id=83097560-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_973293-MLU69483011574_052023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Headset Gamer Com Fio Quantum 100m2 Jbl JBLQTUM100M2BLK Com Mic - Preto,13,169,https://www.mercadolivre.com.br/headset-gamer-com-fio-quantum-100m2-jbl-jblqtum100m2blk-com-mic-preto/p/MLB42071368#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097561-2ace-11f0-896c-ef58f407f176&c_element_id=83097561-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_647331-MLA79790330098_102024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Fone De Ouvido Sem Fio Galaxy Buds Fe Grafite Samsung SM-R400,14,295,https://www.mercadolivre.com.br/fone-de-ouvido-sem-fio-galaxy-buds-fe-grafite-samsung-sm-r400/p/MLB29595951#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097562-2ace-11f0-896c-ef58f407f176&c_element_id=83097562-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_643567-MLU76659575947_052024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Amazon Fire TV Stick 3ª geração de voz Full HD 8GB preto com 1GB de memória RAM,15,257,https://www.mercadolivre.com.br/amazon-fire-tv-stick-3-geraco-de-voz-full-hd-8gb-preto-com-1gb-de-memoria-ram/p/MLB18593745#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097563-2ace-11f0-896c-ef58f407f176&c_element_id=83097563-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_606631-MLA77113980772_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Fone Bluetooth sem Fio Pro 4,16,27,https://www.mercadolivre.com.br/fone-bluetooth-sem-fio-pro-4/p/MLB25263382#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097564-2ace-11f0-896c-ef58f407f176&c_element_id=83097564-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_954961-MLA83706170477_042025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Smart Box Tv Proeletronic PROSB-3000 3 geração Preto,17,190,https://www.mercadolivre.com.br/smart-box-tv-proeletronic-prosb-3000-3-geraco-preto/p/MLB22431156#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097565-2ace-11f0-896c-ef58f407f176&c_element_id=83097565-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_884615-MLA82006313218_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",05 Baterias Pilha Cr2032 3v P5b/59 Moeda 1 Car Alarme Botão,18,18,https://www.mercadolivre.com.br/05-baterias-pilha-cr2032-3v-p5b59-moeda-1-car-alarme-boto/p/MLB37259921#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097566-2ace-11f0-896c-ef58f407f176&c_element_id=83097566-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_912809-MLU76681812205_052024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Carregador De Pilhas Recarregáveis Duracell Aa/aaa Com 4 Aa,19,179,https://www.mercadolivre.com.br/carregador-de-pilhas-recarregaveis-duracell-aaaaa-com-4-aa/p/MLB27819810#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83097567-2ace-11f0-896c-ef58f407f176&c_element_id=83097567-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_782952-MLA74676698844_022024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Eletrônicos, Áudio e Vídeo",Smart Tv 43 Philco Led Roku Tv Dolby Audio Ptv43va4regb,20,1,https://www.mercadolivre.com.br/smart-tv-43-philco-led-roku-tv-dolby-audio-ptv43va4regb/p/MLB43943869#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c00-2ace-11f0-896c-ef58f407f176&c_element_id=83099c00-2ace-11f0-896c-ef58f407f176&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_807543-MLA82434515801_022025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Moletom Liso Algodão Unissex Blusa De Frio Canguru Flanelado,1,55,https://produto.mercadolivre.com.br/MLB-2821915024-moletom-liso-algodo-unissex-blusa-de-frio-canguru-flanelado-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c01-2ace-11f0-896c-ef58f407f176&c_element_id=83099c01-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_820407-MLB80062120741_102024-P.webp,2025-05-06 20:04:50.205833
